link,category,title,total_time,yields,ingredients,instructions,image,nutrients,dish,author
https://www.ah.nl/allerhande/recept/R-R1189371/plaattaart-met-gegrilde-groenten,zonder-vlees-vis,Plaattaart met gegrilde groenten,40,4 serving(s),groenten rol bladerdeeg pesto kaas cherrytomaten veldsla dressing,"Ontdooi de gegrilde groenten.
Verwarm de oven voor op 200 °C.
Rol het bladerdeeg uit op een met bakpapier beklede bakplaat. Bestrijk met de pesto, maar laat 1½ cm van de randen vrij.
Verdeel de gegrilde groenten over het deeg en bestrooi met de kaas. Bestrijk de randen met water.
Bak ca. 30 min. in het midden van de oven. Verkleurt de taart onregelmatig? Draai de bakplaat dan na 15 min. om.
Halveer ondertussen de tomaten en meng door de veldsla. Besprenkel met de dressing.
Neem de plaattaart uit de oven, besprenkel met de rest van de dressing en serveer met de salade.",https://static.ah.nl/static/recepten/img_124780_2048x1496_JPG.jpg,"{'calories': '610 kcal', 'fatContent': '43 g vet', 'saturatedFatContent': '17 g waarvan verzadigd', 'carbohydrateContent': '38 g koolhydraten', 'proteinContent': '14 g eiwit'}",groente,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1189237/wraps-met-griekse-linzensalade,zonder-vlees-vis,Wraps met Griekse linzensalade,20,2 serving(s),yoghurt dille ui schaal tastytomtomaten puntpaprika Kalamata-olijven pit linzen pot vierge olijfolie tortillawraps,"Verkruimel de feta met een vork en vermeng met de yoghurt tot een spread.
Snijd de dille fijn en schep erdoor. Breng op smaak met peper.
Snipper de ui. Snijd de tomaten en paprika, verwijder de steelaanzet en zaadlijsten en snijd de paprika in blokjes van 1 cm.
Halveer de olijven in de lengte.
Schep de linzen, ui, tomaat, paprika en olijven door elkaar. Meng de olie erdoor. Breng op smaak met peper en eventueel zout.
Verwarm de wraps volgens de aanwijzingen op de verpakking en serveer met de salade en fetaspread. Laat iedereen z’n eigen wrap maken.",https://static.ah.nl/static/recepten/img_096916_2048x1496_JPG.jpg,"{'calories': '540 kcal', 'fatContent': '28 g vet', 'saturatedFatContent': '11 g waarvan verzadigd', 'carbohydrateContent': '46 g koolhydraten', 'proteinContent': '20 g eiwit'}",wrap,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1189067/pompoensoep-met-bloemkool-en-naanbrood,zonder-vlees-vis,Pompoensoep met bloemkool & naanbrood,15,2 serving(s),uien knoflook bloemkoolroosjes pompoenblokjes komijn tablet kippenbouillontablet water koriander naanbrood,"Snijd de uien in vieren, snijd de knoflook fijn. Snijd de bloemkoolroosjes in kwarten.
Doe de uien, knoflook, pompoenblokjes, komijn, de bouillon en het water in een (soep)pan en breng aan de kook.
Laat 6 min. op laag vuur koken met de deksel op de pan, tot de pompoen gaar is.
Pureer de soep en voeg de bloemkoolroosjes toe. Laat de soep nog 10 min. koken tot de bloemkool gaar is.
Snijd ondertussen de koriander fijn. Verwarm de naan volgens de aanwijzingen op de verpakking.
Verdeel de soep over kommen, bestrooi met de koriander en serveer met de naan.",https://static.ah.nl/static/recepten/img_094842_2048x1496_JPG.jpg,"{'calories': '310 kcal', 'fatContent': '6 g vet', 'saturatedFatContent': '1 g waarvan verzadigd', 'carbohydrateContent': '47 g koolhydraten', 'proteinContent': '12 g eiwit'}",soep,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1189016/glutenvrije-ravioli-met-spinazie-room-en-citroen,zonder-vlees-vis,"Glutenvrije ravioli met spinazie, room en citroen",25,4 serving(s),uien knoflook olijf olie spinazie kookroom glutenvrije,"Breng een ruime pan water voor de ravioli aan de kook. Snipper ondertussen de ui en snijd de knoflook fijn.
Verhit de olie in een wok en fruit de ui 4 min. Houd 1 flinke hand spinazie achter.
Zet het vuur hoger en voeg eerst de knoflook en dan meteen de spinazie in delen toe. Roerbak 2 min. tot de spinazie is geslonken.
Laat de spinazie uitlekken in een zeef.
Doe de geroerbakte spinazie in een hoge beker en voeg de kookroom toe. Pureer met de staafmixer tot een saus.
Kook de ravioli in 4 min. beetgaar. Giet af en verdeel over 4 kommen of diepe borden.
Schep de achtergehouden spinazie door de saus en de saus op de ravioli.
Rasp de gele schil van de citroen boven de pasta, schaaf de kaas erover en serveer.",https://static.ah.nl/static/recepten/img_094708_2048x1496_JPG.jpg,"{'calories': '425 kcal', 'fatContent': '20 g vet', 'saturatedFatContent': '11 g waarvan verzadigd', 'carbohydrateContent': '39 g koolhydraten', 'proteinContent': '19 g eiwit'}",ravioli,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1188955/lauwwarme-pompoen-en-courgettespaghetti,zonder-vlees-vis,Lauwwarme pompoen- en courgettespaghetti,20,4 serving(s),trostomaat olijf olie bakje basilicum ui knoflook spaghetti,"Halveer de tomaten en rasp ze op een grove rasp, waarbij je het vruchtvlees raspt en het vel overhoudt (dat wordt niet gebruikt).
Meng olie, peper en eventueel zout door de rauwe tomatensaus. Snijd de basilicumblaadjes fijn en roer door de saus.
Snipper de ui en snijd de knoflook fijn. Rasp de Parmezaanse kaas. Verhit de olie in een wok en bak de ui en knoflook 1 min. op hoog vuur.
Voeg de courgette- en pompoenspaghetti toe en roerbak nog 3 min. Voeg de laatste minuut ¾ van de geraspte Parmezaanse kaas toe.
Breng op smaak met peper en eventueel zout. Verdeel over 4 kommen.
Schep de tomatensaus erover en verdeel de mozzarellabolletjes over de kommen.
Garneer met de rest van de Parmezaanse kaas en basilicumblaadjes en maal er wat verse peper over.",https://static.ah.nl/static/recepten/img_094325_2048x1496_JPG.jpg,"{'calories': '430 kcal', 'fatContent': '31 g vet', 'saturatedFatContent': '13 g waarvan verzadigd', 'carbohydrateContent': '16 g koolhydraten', 'proteinContent': '19 g eiwit'}",spaghetti,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1188684/pastasalade-met-bietjes-augurk-dille-en-feta,zonder-vlees-vis,"Pastasalade met bietjes, augurk, dille en feta",15,4 serving(s),bieten bleekselderij augurkenblokjes room mayonaise,"Kook de pasta volgens de aanwijzingen op de verpakking beetgaar.
Giet af en laat afkoelen onder koud stromend water. Doe in een ruime schaal.
Snijd ondertussen de bietjes in parten en de bleekselderij in dunne boogjes.
Laat de augurkenblokjes uitlekken. Snijd de feta in blokjes.
Meng de zure room met de mayonaise en dille en breng op smaak met peper en eventueel zout. Meng door de pasta.
Voeg de biet, bleekselderij, augurk en feta toe en schep om.",https://static.ah.nl/static/recepten/img_090962_2048x1496_JPG.jpg,"{'calories': '585 kcal', 'fatContent': '26 g vet', 'saturatedFatContent': '12 g waarvan verzadigd', 'carbohydrateContent': '63 g koolhydraten', 'proteinContent': '22 g eiwit'}",pasta,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1188574/snelle-parmigiana-met-gegrilde-groenten,zonder-vlees-vis,Snelle parmigiana met gegrilde groenten,60,4 serving(s),panko paneermeel Parmigiano groenten pizzasaus ricotta bol mozzarella takjes oregano,"Verwarm de oven voor op 180 °C.
Meng de panko met de Parmigiano.
Verdeel 2 el pizzasaus (per 4 personene) over de bodem van de ovenschaal. Leg de gegrilde groenten in een laag erop, schep de pizzasaus erop en bestrooi met van de rest van de Parmigiano.
Maak zo nog 3 lagen, maar maak de laatste laag zonder Parmigiano.
Verdeel eerst de ricotta en dan de mozzarella en oregano erover de ricotta en bestrooi met de panko.
Bak ca. 45 min. in het midden van de oven.",https://static.ah.nl/static/recepten/img_089659_2048x1496_JPG.jpg,"{'calories': '525 kcal', 'fatContent': '27 g vet', 'saturatedFatContent': '14 g waarvan verzadigd', 'carbohydrateContent': '39 g koolhydraten', 'proteinContent': '27 g eiwit'}",groente,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1188521/italiaanse-maaltijdsoep-met-pasta,zonder-vlees-vis,Italiaanse maaltijdsoep met pasta,35,4 serving(s),verspakket tomatensoep water perline,"Bereid de tomatensoep volgens de aanwijzingen op de verpakking, maar voeg extra water toe.
Voeg, als de soep gepureerd is, de fijne soepgroente en de perline met kaas toe.
Laat de soep nog 4 min. zachtjes koken. Serveer in diepe borden of kommen en rasp er de Parmezaanse kaas over.",https://static.ah.nl/static/recepten/img_089703_2048x1496_JPG.jpg,"{'calories': '320 kcal', 'fatContent': '10 g vet', 'saturatedFatContent': '5 g waarvan verzadigd', 'carbohydrateContent': '39 g koolhydraten', 'proteinContent': '15 g eiwit'}",soep,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1188514/parelcouscous-met-tuinbonen-feta-en-asperges,zonder-vlees-vis,"Parelcouscous met tuinbonen, feta en asperges",25,4 serving(s),tuinbonen asperges komkommer kaasblokjes kruidenolie amandelen,"Kook de parelcouscous volgens de aanwijzingen op de verpakking en giet af. Breng ondertussen een pan water aan de kook.
Doe de tuinbonen erin en breng het water opnieuw aan de kook.
Doe de asperges erbij als het water weer kookt, breng het water weer aan de kook en laat dan nog 1 min. koken. Giet de groenten af.
Snijd ondertussen de komkommer in de lengte in vieren, verwijder de zaadlijsten met een mes en snijd het vruchtvlees in blokjes.
Doe de parelcouscous, bonen, asperges en komkommer in een schaal. Laat de kaasblokjes uitlekken en vang de olie inclusief de kruiden op.
Rasp de gele schil van de citroen en pers de vrucht uit.
Meng het citroensap en -rasp met 5 el kruidenolie (per 4 personen) van de kaasblokjes en schep de dressing door de parelcouscous.
Hak de amandelen grof. Verdeel de kaasblokjes en de amandelen erover.",https://static.ah.nl/static/recepten/img_089615_2048x1496_JPG.jpg,"{'calories': '620 kcal', 'fatContent': '37 g vet', 'saturatedFatContent': '7 g waarvan verzadigd', 'carbohydrateContent': '46 g koolhydraten', 'proteinContent': '22 g eiwit'}",couscous,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1188506/broccolistamppot-met-noten-en-geitenkaas,zonder-vlees-vis,Broccolistamppot met noten en geitenkaas,30,4 serving(s),aardappel broccoliroosjes bosje geitenkaas tomaten pot,"Schil de aardappelen en snijd ze in stukken van 2 cm. Kook in een ruime pan in 15 min. gaar.
Kook de laatste 4 min. de broccoli mee. Giet af en vang een kopje kookvocht op.
Snijd ondertussen de salade-ui in ringetjes en verkruimel de geitenkaas.
Verhit een koekenpan zonder olie of boter en rooster de noten op middelhoog vuur in 3 min. goudbruin. Laat afkoelen op een bord. Hak grof.
Voeg een ½ kopje kookvocht, de salade-ui en dragon toe aan de aardappelen en broccoli toe en stamp dit met de pureestamper tot een grove puree.
Voeg de helft van de geitenkaas toe. Doe de tomaten met de olie uit het bakje erbij en schep om. om. Voeg kookvocht toe als de stamppot te droog is.
Breng de stamppot op smaak met peper en eventueel zout. Bestrooi met de rest van de geitenkaas en de noten. Serveer direct.",https://static.ah.nl/static/recepten/img_102577_2048x1496_JPG.jpg,"{'calories': '550 kcal', 'fatContent': '26 g vet', 'saturatedFatContent': '9 g waarvan verzadigd', 'carbohydrateContent': '52 g koolhydraten', 'proteinContent': '21 g eiwit'}",stamppot,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1188382/quiche-met-leidse-boerenkaas,zonder-vlees-vis,Quiche met Leidse boerenkaas,70,4 serving(s),paprika's pot bloemkoolrijst bosjes salade-ui eieren crème boerenkaas bladerdeeg,"Verwarm de oven voor op 180 °C.
Snijd de paprika in stukjes en meng door de bloemkoolrijst. Halveer de salade-ui in de lengte.
Doe de eieren, crème fraîche en al-andalus in een hoge beker en pureer met de staafmixer. Rasp de kaas en roer erdoor.
Bekleed de springvorm met het bladerdeeg, verdeel het bloemkool-paprikamengsel over de bodem en schenk het eimengsel erover.
Leg de salade-ui er naast elkaar op, snijd eventueel bij en druk licht aan. Bak in ca. 40 min. in het midden van de oven goudbruin en gaar.
Neem uit de oven en laat 10 min. afkoelen op een rooster.",https://static.ah.nl/static/recepten/img_088759_2048x1496_JPG.jpg,"{'calories': '670 kcal', 'fatContent': '45 g vet', 'saturatedFatContent': '25 g waarvan verzadigd', 'carbohydrateContent': '36 g koolhydraten', 'proteinContent': '27 g eiwit'}",quiche,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1188381/boerenkaasfondue-met-lentegroenten,zonder-vlees-vis,Boerenkaasfondue met lentegroenten,30,4 serving(s),boerenkaas boerenkaas bosje radijs stengel bleekselderij worteltjes knoflook wijn water nootmuskaat meergranen stokbrood,"Rasp de 2 soorten kaas. Maak de radijsjes schoon en halveer ze. Maak de bleekselderij schoon en snijd in schuine stukken van 3 cm.
Snijd de bloemkool in kleine roosjes. Verdeel de gesneden groenten en de worteltjes over aparte kommetjes.
Halveer de teen knoflook en wrijf de kaasfonduepan ermee in. Verhit de wijn in een pan met dikke bodem op middelhoog vuur.
Voeg de kaas toe en laat al roerend rustig smelten. Meng de maizena met het water en voeg al roerend toe aan de kaasfondue tot het een samenhangend geheel is.
Breng op smaak met de nootmuskaat.
Snijd het stokbrood in stukjes. Zet de kaasfonduepan op de brander op tafel en schenk de kaasfondue erin. Serveer met de groenten en het brood.",https://static.ah.nl/static/recepten/img_088740_2048x1496_JPG.jpg,"{'calories': '980 kcal', 'fatContent': '59 g vet', 'saturatedFatContent': '39 g waarvan verzadigd', 'carbohydrateContent': '50 g koolhydraten', 'proteinContent': '49 g eiwit'}",groente,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1188360/indiase-kormapizza,zonder-vlees-vis,Indiase kormapizza,30,4 serving(s),kikkererwten pot kormasaus naanbroden knoflook koriander bloemkoolrijst amandelen komkommer koriander yoghurt knoflook,"Verwarm de oven voor op 200 °C. Doe de kikkererwten in een vergiet, spoel af onder koud stromend water en laat uitlekken.
Verdeel de korma over de bovenkant van de naanbroden. Verdeel hierover de bloemkoolrijst, kikkererwten en het amandelschaafsel.
Bak de naanpizza’s ca. 10 min. in het midden van de oven.
Maak ondertussen de yoghurtdressing. Halveer de komkommer in de lengte en verwijder met een theelepel de zaadlijsten.
Snijd de komkommer in stukken en rasp grof. Snijd de koriander fijn. Meng de komkommer en koriander met de yoghurt en pers de knoflook erboven.
Breng op smaak met peper en eventueel zout.
Snijd de rest van de koriander grof en verdeel over de naanpizza’s. Serveer de pizza’s samen met de yoghurtdressing.",https://static.ah.nl/static/recepten/img_088748_2048x1496_JPG.jpg,"{'calories': '635 kcal', 'fatContent': '29 g vet', 'saturatedFatContent': '12 g waarvan verzadigd', 'carbohydrateContent': '65 g koolhydraten', 'proteinContent': '20 g eiwit'}",pizza,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1188343/vegaroerbak-met-hoisin-en-groenteballetjes,zonder-vlees-vis,Vegaroerbak met hoisin en groenteballetjes,20,4 serving(s),knoflook limoen olie wokgroente kool sugarsnaps groenteballetjes woksaus uitjes,"Snijd de knoflook fijn en snijd de limoen in partjes.
Bereid de noedels volgens de aanwijzingen op de verpakking.
Verhit de olie in de wok en bak de knoflook en wokgroente 4 min. op hoog vuur. Schep regelmatig om.
Verhit ondertussen de olie in een koekenpan en bak de groenteballetjes 5 min. op laag vuur. Keer regelmatig.
Voeg de noedels en hoisinsaus toe aan de groente en bak al omscheppend 2 min. mee.
Verdeel de noedels met de balletjes over diepe borden. Bestrooi met de gebakken uitjes en serveer met een limoenpartje.",https://static.ah.nl/static/recepten/img_088301_2048x1496_JPG.jpg,"{'calories': 'undefined undefined', 'fatContent': '', 'saturatedFatContent': '', 'carbohydrateContent': '', 'proteinContent': ''}",groente,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1188342/groene-kruidencouscous-met-kaas-en-crunchy-noten,zonder-vlees-vis,Groene-kruidencouscous met kaas en crunchy noten,15,2 serving(s),water munt bieslook cashewnoten citroen cupje honing olijf olie asperge geitenkaas,"Doe de couscous in een schaal met de broccolirijst en schenk er het kokend water over. Roer door en laat 10 min. afgedekt staan.
Haal de blaadjes van de takjes munt en snijd in reepjes. Snijd de bieslook fijn. Hak de cashewnoten grof.
Pers de citroen uit. Meng de honing, de olie en het sap van de citroen tot een dressing.
Verhit de grillpan zonder olie of boter.
Was ondertussen de asperges en verwijder de houtachtige onderkant. Bestrijk de asperges met de olie en gril ze in 6 min. rondom gaar.
Roer ondertussen de couscous met de broccolirijst los. Schep de munt en bieslook door de couscous en meng de dressing erdoor.
Leg de asperges op de kruidencouscous, verkruimel de geitenkaas eroverheen en bestrooi met de cashewnoten.",https://static.ah.nl/static/recepten/img_088309_2048x1496_JPG.jpg,"{'calories': '635 kcal', 'fatContent': '31 g vet', 'saturatedFatContent': '9 g waarvan verzadigd', 'carbohydrateContent': '63 g koolhydraten', 'proteinContent': '21 g eiwit'}",couscous,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1188274/spaghetti-met-paprika-en-vegaballetjes,zonder-vlees-vis,Spaghetti met paprika en vegaballetjes,15,4 serving(s),spaghetti zak kappertjes Kalamata-olijven pit olijf olie uien kruiden tomaten blik groenteballetjes,"Kook de spaghetti volgens de aanwijzingen op de verpakking beetgaar en giet af.
Halveer ondertussen de paprika’s, verwijder de steelaanzet en zaadlijsten en snijd het vruchtvlees in halve ringen.
Laat de kappertjes uitlekken en halveer de olijven.
Verhit de olie in een hapjespan en fruit de ui en Italiaanse kruiden 3 min. op laag vuur.
Voeg de paprika toe en bak 2 min. mee. Voeg de gepelde tomaten toe, duw ze met een pollepel in kleinere stukjes. Laat 5 min. op laag vuur stoven.
Verhit ondertussen de olie in een koekenpan en bak de vegaballetjes 5 min. op middelhoog vuur. Rasp de kaas.
Verdeel de spaghetti over de kommen en schep de tomatensaus en olijven erop.
Verdeel de vegaballetjes en kappertjes over de saus en garneer met de kaas.",https://static.ah.nl/static/recepten/img_088131_2048x1496_JPG.jpg,"{'calories': '730 kcal', 'fatContent': '35 g vet', 'saturatedFatContent': '6 g waarvan verzadigd', 'carbohydrateContent': '69 g koolhydraten', 'proteinContent': '30 g eiwit'}",spaghetti,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1188028/rijkgevulde-couscous-salade-met-ricotta,zonder-vlees-vis,Rijkgevulde couscous salade met ricotta,15,4 serving(s),currypoeder water paprika abrikozen pit selderij ricotta pistachenoten spinazie tuinerwten olijfolie citroen,"Doe de couscous en currypoeder in een ruime kom en schenk er kokend water over. Laat 10 min. afgedekt staan
Halveer ondertussen de paprika, verwijder de steelaanzet en zaadlijsten en snijd het vruchtvlees in dunne reepjes.
Snijd de abrikozen in stukjes en de selderij fijn. Meng de helft van de selderij door de ricotta en breng op smaak met peper en eventueel zout.
Verhit een koekenpan zonder olie of boter en rooster de pistachenoten 3 min. op middelhoog vuur.
Neem uit de pan en laat afkoelen op een bord. Hak grof.
Laat de pan op het vuur staan en laat hierin de spinazie in delen slinken. Voeg de paprika, tuinerwten, peper en eventueel zout toe en verwarm 3 min.
Neem van het vuur en meng de pistachenoten erdoor.
Roer ondertussen de couscous los met een vork en meng de olie, abrikozen, de rest van de selderij, peper en eventueel zout erdoor.
Schep de groenten erdoor en serveer met de kruidenricotta.",https://static.ah.nl/static/recepten/img_086735_2048x1496_JPG.jpg,"{'calories': '685 kcal', 'fatContent': '35 g vet', 'saturatedFatContent': '10 g waarvan verzadigd', 'carbohydrateContent': '66 g koolhydraten', 'proteinContent': '23 g eiwit'}",couscous,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1187998/rodekool-knolselderijstamppot,zonder-vlees-vis,Rodekool-knolselderijstamppot,30,4 serving(s),aardappel knolselderij olijfolie kool water komijnekaas melk,"Schil de aardappelen en snijd in gelijke stukken. Doe in een ruime pan en kook in water met eventueel zout in 20 min. gaar.
Schil de knolselderij, snijd in stukken en voeg de laatste 10 min. toe aan de aardappelen.
Was ondertussen de appels en snijd in kwarten. Verwijder het klokhuis en snijd het ongeschilde vruchtvlees in blokjes van 1 cm (brunoise).
Verhit de olie in een pan en bak de rodekool en appel 5 min. Draai het vuur laag, voeg het water toe en laat 5 min. op laag vuur stoven.
Snijd ondertussen de kaas in blokjes van een ½ cm. Verwarm de melk in een steelpan (of in de magnetron).
Giet de aardappelen en knolselderij af, vang het kookvocht op en stamp fijn met de pureestamper. Meng de melk en het opgevangen kookvocht erdoor.
Voeg de kaas toe en verwarm 2 min. al roerend op middelhoog vuur.
Zet het vuur uit en roer het rodekool-appelmengsel voorzichtig door de puree. Breng op smaak met peper en eventueel zout.",https://static.ah.nl/static/recepten/img_086736_2048x1496_JPG.jpg,"{'calories': '460 kcal', 'fatContent': '15 g vet', 'saturatedFatContent': '6 g waarvan verzadigd', 'carbohydrateContent': '55 g koolhydraten', 'proteinContent': '20 g eiwit'}",stamppot,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1187926/risotto-notenpasteitjes-met-paddenstoelen,zonder-vlees-vis,Risotto-notenpasteitjes met paddenstoelen,55,4 serving(s),kraanwater bospaddenstoelenbouillontablet trio roomboter risottorijst notenmix zuivelspread,"Breng het water in een steelpan met het bouillontablet aan de kook.
Snipper de ui. Maak de paddenstoelen schoon en snijd in stukken. Verhit de boter in een pan met dikke bodem. Fruit de ui 3 min.
Voeg de rijst toe en bak 2 min. Voeg de hete bouillon in delen toe en kook de rijst al roerend op middelhoog vuur in ca. 20 min. beetgaar.
Voeg pas nieuwe bouillon toe als de vorige helemaal is opgenomen. Voeg na 10 min. de paddenstoelen toe. Draai het vuur uit als de risotto gaar is.
Rasp ondertussen de Parmezaanse kaas.
Verwarm de oven voor op 200 °C.
Hak de notenmix grof.
Meng de helft van de kaas, de zuivelspread, de gehakte noten en de rest van de boter door de risotto. Breng op smaak met peper en eventueel zout.
Knip uit een vel bakpapier 2 rondjes per persoon ter grootte van de bodem van een muffinholte en leg in de muffinvorm.
Verdeel de hele noten over de holtes met bakpapier. Strooi de rest van de geraspte kaas erover. Schep de risotto erop.
Dek de vorm losjes af met aluminiumfolie. Bak ca. 20 min. in het midden van de oven.
Snijd de pasteitjes aan de zijkanten los van de muffinvorm. Zet een plank op de vorm en keer om zodat de pasteitjes eruit komen.
Verdeel over een schaal of over de borden. Besprenkel met de pestospread.",https://static.ah.nl/static/recepten/img_086028_2048x1496_JPG.jpg,"{'calories': '855 kcal', 'fatContent': '61 g vet', 'saturatedFatContent': '23 g waarvan verzadigd', 'carbohydrateContent': '49 g koolhydraten', 'proteinContent': '27 g eiwit'}",risotto,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1187918/bietenpizza-met-paddenstoelen-franse-kaas-en-gebakken-ei,zonder-vlees-vis,"Bietenpizza met paddenstoelen, Franse kaas en gebakken ei",20,2 serving(s),crème tijm roerbakgroente kaas eieren bladsla veldsla dressing,"Verwarm de oven voor op 220 °C.
Leg de pizzabodems op een met bakpapier beklede bakplaat en bestrijk ze met crème fraîche. Bestrooi met de tijm, peper en eventueel zout.
Verdeel de roerbakgroente erover.
Snijd de Franse kaas in plakjes en verdeel ze over de pizza’s, maar laat in het midden wat ruimte vrij voor de eieren.
Bak de pizza’s ca. 8 min. onder in de oven. Haal uit de oven en breek de eieren in het midden boven de pizza’s.
Bestrooi de eieren met peper en eventueel zout. Bak de pizza’s nog ca. 8 min. onder in de oven.
Meng ondertussen de slamelange in een kom met de dressing en breng op smaak met peper. Serveer bij de pizza.",https://static.ah.nl/static/recepten/img_085818_2048x1496_JPG.jpg,"{'calories': '865 kcal', 'fatContent': '43 g vet', 'saturatedFatContent': '20 g waarvan verzadigd', 'carbohydrateContent': '80 g koolhydraten', 'proteinContent': '34 g eiwit'}",pizza,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1187843/groentekerstboom,zonder-vlees-vis,Groentekerstboom,15,4 serving(s),paprika paprika bleekselderij cherrytomaten tak mayonaise yoghurt bieslook,"Snijd de snoepkomkommers in de lengte in 4 lange parten.
Verwijder de steelaanzet en zaadlijsten van de paprika’s, steek met de koekjesuitsteker (of een scherp mesje) een ster uit de gele paprika.
Snijd het vruchtvlees van de groene paprika in repen.
Snijd de bleekselderij in stukken van 8 cm en halveer de stukken in de lengte. Halveer de cherrytomaten.
Roer de mayonaise met de yoghurt en de bieslook tot een saus. Breng eventueel op smaak met peper.
Leg de reepjes groente in de vorm van een kerstboom op een platte schaal. Leg de gele ster bovenin en leg de tomaten in de boom.
Bestrooi met de rest van de bieslook en serveer met de yoghurtdip.",https://static.ah.nl/static/recepten/img_086001_2048x1496_JPG.jpg,"{'calories': '125 kcal', 'fatContent': '11 g vet', 'saturatedFatContent': '1 g waarvan verzadigd', 'carbohydrateContent': '4 g koolhydraten', 'proteinContent': '2 g eiwit'}",groente,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1187837/miniquiches-met-truffelbrie,zonder-vlees-vis,Miniquiches met truffelbrie,45,4 serving(s),roomboter prei bladerdeeg eieren crème nootmuskaat olijfolie tomaten waterkers,"Verwarm de oven voor op 180 °C. Verhit de boter in een koekenpan en bak de prei op laag vuur 10 min.
Vet ondertussen de quichevormen in en bekleed met het bladerdeeg.
Klop de eieren los met de crème fraîche, nootmuskaat en peper en eventueel zout. Snijd de truffelbrie in stukjes.
Verdeel de prei over de quichevormen. Schenk het eimengsel in de vormen en verdeel de stukjes brie erover.
Bak de quiches in ca. 25 min. iets onder het midden van de oven bruin en gaar.
Besprenkel vlak voor het serveren met de truffelolie en leg de tomaten en waterkers erop.",https://static.ah.nl/static/recepten/img_086014_2048x1496_JPG.jpg,"{'calories': '685 kcal', 'fatContent': '54 g vet', 'saturatedFatContent': '29 g waarvan verzadigd', 'carbohydrateContent': '27 g koolhydraten', 'proteinContent': '20 g eiwit'}",quiche,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1187769/hollandse-kaasfondue-met-groente-en-brood,zonder-vlees-vis,Hollandse kaasfondue met groente en brood,25,4 serving(s),boerenkaas Twijfelaar + kaas roomboter tarwebloem wijn knoflook spruiten snijbonen radijs paprika worteltjes stokbrood nootmuskaat,"Rasp de 2 soorten kaas. Verhit de boter in een pan met dikke bodem.
Voeg de bloem toe, roer glad met een garde en laat op laag vuur in enkele minuten gaar worden (roux).
Voeg de witte wijn toe en breng al roerend aan de kook.
Voeg als de wittewijnsaus gebonden is alle geraspte kaas toe en pers de knoflook erboven. Laat de kaas op laag vuur smelten. Roer regelmatig.
Snijd ondertussen de onderkant van de spruitjes en verwijder eventueel de buitenste blaadjes.
Verwijder het puntje van de snijbonen en snijd de bonen in stukken. Kook de spruitjes in 8 min. en de snij bonen in 5 min. beetgaar.
Maak ondertussen de radijsjes schoon.Ver wijder de steelaanzet en zaadlijsten van de paprika en snijd in repen.
Doe met de spruitjes, snijbonen en worteltjes in bakjes. Doe het brood in een schaal.
Voeg de nootmuskaat toe aan de kaasfondue. Zet de caquelon op de warmhouder en schenk de kaasfondue erin. Serveer met de groenten en het brood.",https://static.ah.nl/static/recepten/img_085137_2048x1496_JPG.jpg,"{'calories': '875 kcal', 'fatContent': '52 g vet', 'saturatedFatContent': '34 g waarvan verzadigd', 'carbohydrateContent': '42 g koolhydraten', 'proteinContent': '43 g eiwit'}",groente,Albert Heijn
